timestamp;face id;yaw;pitch;roll;pose_state;pose_stable_state;head_drop_event;distracted_event;is_yawning;head_drops;perlook;yawn_freq;head_drop_freq;distraction_score;distraction_alert;fatigue_score;fatigue_alert
0;0;177.459;-12.524;-4.516;looking_left;looking_left;0;0;0;0;0.008;0.000;0.000;0.008;False;0.001;False
1;0;170.812;-8.965;-6.833;normal;looking_left;0;0;0;0;0.008;0.000;0.000;0.008;False;0.001;False
2;0;182.244;-7.494;-10.469;looking_left;looking_left;0;0;0;0;0.017;0.000;0.000;0.017;False;0.002;False
3;0;166.954;-13.761;0.043;normal;looking_left;0;0;0;0;0.017;0.000;0.000;0.017;False;0.002;False
4;0;181.940;2.855;-5.922;looking_left;looking_left;0;0;0;0;0.025;0.000;0.000;0.025;False;0.003;False
5;0;165.119;-4.253;0.678;normal;looking_left;0;0;0;0;0.025;0.000;0.000;0.025;False;0.003;False
6;0;161.431;-3.314;5.419;normal;looking_left;0;0;0;0;0.025;0.000;0.000;0.025;False;0.003;False
7;0;161.439;-3.260;5.548;normal;normal;0;0;0;0;0.025;0.000;0.000;0.025;False;0.003;False
8;0;161.151;-3.582;4.933;normal;normal;0;0;0;0;0.025;0.000;0.000;0.025;False;0.003;False
9;0;159.959;-3.115;5.556;normal;normal;0;0;0;0;0.025;0.000;0.000;0.025;False;0.003;False
10;0;161.553;-1.290;4.324;normal;normal;0;0;0;0;0.025;0.000;0.000;0.025;False;0.003;False
11;0;163.165;-2.345;3.379;normal;normal;0;0;0;0;0.025;0.000;0.000;0.025;False;0.003;False
12;0;163.260;-5.169;5.641;normal;normal;0;0;0;0;0.025;0.000;0.000;0.025;False;0.003;False
13;0;162.839;-4.236;6.601;normal;normal;0;0;0;0;0.025;0.000;0.000;0.025;False;0.003;False
14;0;162.988;-8.843;8.077;normal;normal;0;0;0;0;0.025;0.000;0.000;0.025;False;0.003;False
15;0;163.305;-8.240;8.548;normal;normal;0;0;0;0;0.025;0.000;0.000;0.025;False;0.003;False
16;0;163.262;-8.546;8.604;normal;normal;0;0;0;0;0.025;0.000;0.000;0.025;False;0.003;False
17;0;162.898;-8.413;7.604;normal;normal;0;0;0;0;0.025;0.000;0.000;0.025;False;0.003;False
18;0;163.483;-8.584;7.421;normal;normal;0;0;0;0;0.025;0.000;0.000;0.025;False;0.003;False
19;0;162.985;-8.433;7.427;normal;normal;0;0;0;0;0.025;0.000;0.000;0.025;False;0.003;False
20;0;163.947;-7.369;7.254;normal;normal;0;0;0;0;0.025;0.000;0.000;0.025;False;0.003;False
21;0;170.505;-7.504;5.927;normal;normal;0;0;0;0;0.025;0.000;0.000;0.025;False;0.003;False
22;0;175.551;-7.556;5.369;looking_left;normal;0;0;0;0;0.033;0.000;0.000;0.033;False;0.003;False
23;0;182.210;-11.155;3.080;looking_left;normal;0;0;0;0;0.042;0.000;0.000;0.042;False;0.004;False
24;0;184.429;-10.580;2.075;looking_left;normal;0;0;0;0;0.050;0.000;0.000;0.050;False;0.005;False
25;0;185.867;-8.186;2.000;looking_left;normal;0;0;0;0;0.058;0.000;0.000;0.058;False;0.006;False
26;0;189.734;-6.732;1.215;looking_left;normal;0;0;0;0;0.067;0.000;0.000;0.067;False;0.007;False
27;0;192.286;-5.729;0.723;looking_left;looking_left;0;1;0;0;0.075;0.000;0.000;0.075;False;0.007;False
28;0;192.744;-4.616;0.527;looking_left;looking_left;0;1;0;0;0.083;0.000;0.000;0.083;False;0.008;False
29;0;164.112;-6.673;7.720;normal;looking_left;0;1;0;0;0.083;0.000;0.000;0.083;False;0.008;False
30;0;159.989;-7.963;6.796;normal;looking_left;0;1;0;0;0.083;0.000;0.000;0.083;False;0.008;False
31;0;159.300;-7.486;7.131;normal;looking_left;0;1;0;0;0.083;0.000;0.000;0.083;False;0.008;False
32;0;159.290;-7.402;7.079;normal;looking_left;0;1;0;0;0.083;0.000;0.000;0.083;False;0.008;False
33;0;159.470;-7.343;7.207;normal;looking_left;0;1;0;0;0.083;0.000;0.000;0.083;False;0.008;False
34;0;158.944;-7.732;7.312;normal;normal;0;0;0;0;0.083;0.000;0.000;0.083;False;0.008;False
35;0;158.969;-7.479;7.488;normal;normal;0;0;0;0;0.083;0.000;0.000;0.083;False;0.008;False
36;0;158.917;-2.839;7.491;normal;normal;0;0;0;0;0.083;0.000;0.000;0.083;False;0.008;False
37;0;158.058;-2.843;7.746;normal;normal;0;0;0;0;0.083;0.000;0.000;0.083;False;0.008;False
38;0;156.802;-2.344;7.829;normal;normal;0;0;0;0;0.083;0.000;0.000;0.083;False;0.008;False
39;0;155.332;-5.417;9.347;normal;normal;0;0;0;0;0.083;0.000;0.000;0.083;False;0.008;False
40;0;154.373;-6.726;8.915;normal;normal;0;0;0;0;0.083;0.000;0.000;0.083;False;0.008;False
41;0;152.923;-6.981;9.187;normal;normal;0;0;0;0;0.083;0.000;0.000;0.083;False;0.008;False
42;0;152.807;-5.889;8.952;normal;normal;0;0;0;0;0.083;0.000;0.000;0.083;False;0.008;False
43;0;155.078;-2.572;8.582;normal;normal;0;0;0;0;0.083;0.000;0.000;0.083;False;0.008;False
44;0;152.962;-5.324;10.988;normal;normal;0;0;0;0;0.083;0.000;0.000;0.083;False;0.008;False
45;0;153.475;-5.053;10.500;normal;normal;0;0;0;0;0.083;0.000;0.000;0.083;False;0.008;False
46;0;154.419;-6.526;9.661;normal;normal;0;0;0;0;0.083;0.000;0.000;0.083;False;0.008;False
47;0;153.941;-7.170;9.598;normal;normal;0;0;0;0;0.083;0.000;0.000;0.083;False;0.008;False
48;0;153.462;-7.408;9.594;normal;normal;0;0;0;0;0.083;0.000;0.000;0.083;False;0.008;False
49;0;152.788;-6.875;9.462;normal;normal;0;0;0;0;0.083;0.000;0.000;0.083;False;0.008;False
50;0;151.299;-6.783;10.067;normal;normal;0;0;0;0;0.083;0.000;0.000;0.083;False;0.008;False
