timestamp;face id;yaw;pitch;roll;pose_state;pose_stable_state;head_drop_event;distracted_event;is_yawning;head_drops;perlook;yawn_freq;head_drop_freq;distraction_score;distraction_alert;fatigue_score;fatigue_alert
0;0;190.612;-16.862;1.579;looking_left;looking_left;0;0;0;0;0.008;0.000;0.000;0.008;False;0.001;False
1;0;-10000.000;-10000.000;-10000.000;unknown;looking_left;0;0;0;0;0.017;0.000;0.000;0.017;False;0.002;False
2;0;184.973;-17.320;4.789;looking_left;looking_left;0;0;0;0;0.025;0.000;0.000;0.025;False;0.003;False
3;0;185.122;-14.902;4.152;looking_left;looking_left;0;0;0;0;0.033;0.000;0.000;0.033;False;0.003;False
4;0;182.061;-12.094;4.509;looking_left;looking_left;0;0;0;0;0.042;0.000;0.000;0.042;False;0.004;False
5;0;179.480;-12.174;3.180;looking_left;looking_left;0;0;0;0;0.050;0.000;0.000;0.050;False;0.005;False
6;0;173.162;-12.828;2.539;looking_left;looking_left;0;0;0;0;0.058;0.000;0.000;0.058;False;0.006;False
7;0;169.925;-12.980;2.595;normal;looking_left;0;0;0;0;0.058;0.000;0.000;0.058;False;0.006;False
8;0;168.005;-11.868;3.499;normal;looking_left;0;0;0;0;0.058;0.000;0.000;0.058;False;0.006;False
9;0;167.105;-12.826;3.071;normal;looking_left;0;0;0;0;0.058;0.000;0.000;0.058;False;0.006;False
10;0;166.412;-12.407;3.021;normal;looking_left;0;0;0;0;0.058;0.000;0.000;0.058;False;0.006;False
11;0;164.965;-12.171;2.866;normal;looking_left;0;1;0;0;0.058;0.000;0.000;0.058;False;0.006;False
12;0;162.154;-11.420;3.617;normal;normal;0;0;0;0;0.058;0.000;0.000;0.058;False;0.006;False
13;0;164.074;-12.421;1.483;normal;normal;0;0;0;0;0.058;0.000;0.000;0.058;False;0.006;False
14;0;162.019;-11.861;0.043;normal;normal;0;0;0;0;0.058;0.000;0.000;0.058;False;0.006;False
15;0;162.425;-14.810;4.319;normal;normal;0;0;0;0;0.058;0.000;0.000;0.058;False;0.006;False
16;0;160.250;-10.973;5.145;normal;normal;0;0;0;0;0.058;0.000;0.000;0.058;False;0.006;False
17;0;160.019;-12.981;4.128;normal;normal;0;0;0;0;0.058;0.000;0.000;0.058;False;0.006;False
18;0;155.051;-12.936;5.158;normal;normal;0;0;0;0;0.058;0.000;0.000;0.058;False;0.006;False
19;0;-10000.000;-10000.000;-10000.000;unknown;normal;0;0;0;0;0.067;0.000;0.000;0.067;False;0.007;False
20;0;-10000.000;-10000.000;-10000.000;unknown;normal;0;0;0;0;0.075;0.000;0.000;0.075;False;0.007;False
21;0;167.604;-17.286;8.579;normal;normal;0;0;0;0;0.075;0.000;0.000;0.075;False;0.007;False
22;0;162.962;-1.221;1.822;normal;normal;0;0;0;0;0.075;0.000;0.000;0.075;False;0.007;False
23;0;162.686;-0.493;-0.587;head_up;normal;0;0;0;0;0.083;0.000;0.000;0.083;False;0.008;False
24;0;152.499;-4.805;2.579;normal;normal;0;0;0;0;0.083;0.000;0.000;0.083;False;0.008;False
25;0;162.300;0.812;-4.307;head_up;normal;0;0;0;0;0.092;0.000;0.000;0.092;False;0.009;False
26;0;152.411;-7.754;5.937;normal;normal;0;0;0;0;0.092;0.000;0.000;0.092;False;0.009;False
27;0;152.387;-7.732;5.933;normal;normal;0;0;0;0;0.092;0.000;0.000;0.092;False;0.009;False
28;0;152.073;-7.145;5.995;normal;normal;0;0;0;0;0.092;0.000;0.000;0.092;False;0.009;False
29;0;152.260;-7.104;6.012;normal;normal;0;0;0;0;0.092;0.000;0.000;0.092;False;0.009;False
30;0;152.768;-7.523;5.816;normal;normal;0;0;0;0;0.092;0.000;0.000;0.092;False;0.009;False
31;0;153.315;-6.992;5.901;normal;normal;0;0;0;0;0.092;0.000;0.000;0.092;False;0.009;False
32;0;154.610;-1.774;6.573;normal;normal;0;0;0;0;0.092;0.000;0.000;0.092;False;0.009;False
33;0;154.497;-1.260;6.890;normal;normal;0;0;0;0;0.092;0.000;0.000;0.092;False;0.009;False
34;0;154.638;-0.641;6.857;head_up;normal;0;0;0;0;0.100;0.000;0.000;0.100;False;0.010;False
35;0;155.145;-0.429;6.770;head_up;normal;0;0;0;0;0.108;0.000;0.000;0.108;False;0.011;False
36;0;153.615;-1.860;7.466;head_up;normal;0;0;0;0;0.117;0.000;0.000;0.117;False;0.012;False
37;0;154.458;-1.556;8.223;head_up;normal;0;0;0;0;0.125;0.000;0.000;0.125;False;0.013;False
38;0;155.425;-1.280;8.716;head_up;normal;0;0;0;0;0.133;0.000;0.000;0.133;False;0.013;False
39;0;156.079;-0.940;8.684;head_up;head_up;0;1;0;0;0.142;0.000;0.000;0.142;False;0.014;False
40;0;157.345;-0.679;8.853;head_up;head_up;0;1;0;0;0.150;0.000;0.000;0.150;False;0.015;False
41;0;159.168;-0.215;9.125;head_up;head_up;0;1;0;0;0.158;0.000;0.000;0.158;False;0.016;False
42;0;159.344;0.446;8.800;head_up;head_up;0;1;0;0;0.167;0.000;0.000;0.167;False;0.017;False
43;0;159.368;1.058;8.763;head_up;head_up;0;1;0;0;0.175;0.000;0.000;0.175;False;0.017;False
44;0;159.431;1.141;8.702;head_up;head_up;0;1;0;0;0.183;0.000;0.000;0.183;False;0.018;False
45;0;158.109;0.928;8.464;head_up;head_up;0;1;0;0;0.192;0.000;0.000;0.192;False;0.019;False
